timestamp,lead_ii
1690535479206,0.0534
1690535479213,0.0232
1690535479221,-0.0006
1690535479229,0.0121
1690535479237,-0.0022
1690535479245,0.0064
1690535479252,0.0058
1690535479260,-0.0054
1690535479268,-0.0153
1690535479276,-0.0002
1690535479284,0.0027
1690535479291,-0.0034
1690535479299,-0.0044
1690535479307,-0.016
1690535479315,0.0015
1690535479323,0.0127
1690535479331,0.0102
1690535479338,-0.0183
1690535479346,-0.0068
1690535479354,-0.0027
1690535479362,0.005
1690535479370,-0.0026
1690535479377,-0.0093
1690535479385,0.0042
1690535479393,-0.018
1690535479401,-0.0026
1690535479409,-0.0087
1690535479417,-0.0012
1690535479424,-0.0034
1690535479432,-0.0035
1690535479440,0.0074
1690535479448,-0.003
1690535479456,0.0096
1690535479463,0.0018
1690535479471,-0.0026
1690535479479,-0.002
1690535479487,0.0178
1690535479495,-0.0111
1690535479502,0.0203
1690535479510,-0.0258
1690535479518,-0.0192
1690535479526,-0.0108
1690535479534,-0.005
1690535479541,0.0009
1690535479549,0.0168
1690535479557,0.0027
1690535479565,0.0191
1690535479573,0.0054
1690535479581,0.0242
1690535479588,0.0133
1690535479596,0.0097
1690535479604,0.0089
1690535479612,0.0346
1690535479620,0.0632
1690535479627,0.0721
1690535479635,0.092
1690535479643,0.0995
1690535479651,0.1106
1690535479659,0.0839
1690535479667,0.0577
1690535479674,0.0379
1690535479682,0.0175
1690535479690,0.0105
1690535479698,0.0299
1690535479706,0.0004
1690535479713,-0.0145
1690535479721,0.0067
1690535479729,-0.0001
1690535479737,-0.0115
1690535479745,0.0038
1690535479752,-0.0111
1690535479760,-0.0139
1690535479768,-0.0082
1690535479776,-0.009
1690535479784,-0.0153
1690535479791,-0.1223
1690535479799,0.052
1690535479807,0.6943
1690535479815,0.874
1690535479823,0.1145
1690535479831,-0.223
1690535479838,-0.1226
1690535479846,-0.0201
1690535479854,0.0084
1690535479862,0.014
1690535479870,-0.0135
1690535479877,0.0162
1690535479885,0.0076
1690535479893,-0.0004
1690535479901,0.0133
1690535479909,0.0283
1690535479917,0.0575
1690535479924,0.0622
1690535479932,0.0958
1690535479940,0.1395
1690535479948,0.1585
1690535479956,0.1953
1690535479963,0.2259
1690535479971,0.249
1690535479979,0.2632
1690535479987,0.2386
1690535479995,0.2149
1690535480002,0.1964
1690535480010,0.1586
1690535480018,0.1034
1690535480026,0.0977
1690535480034,0.0824
1690535480041,0.0404
1690535480049,0.0265
1690535480057,0.0196
1690535480065,0.0013
1690535480073,-0.0039
1690535480081,0.001
1690535480088,-0.0114
1690535480096,0.0168
1690535480104,-0.0065
1690535480112,-0.0163
1690535480120,-0.0022
1690535480127,0.0063
1690535480135,0.0056
1690535480143,-0.0081
1690535480151,0.01
1690535480159,-0.001
1690535480167,0.0119
1690535480174,-0.0099
1690535480182,-0.0091
1690535480190,-0.0111
1690535480198,0.0036
1690535480206,0.0039
1690535480213,0.0123
1690535480221,0.0011
1690535480229,0.0015
1690535480237,0.0094
1690535480245,0.021
1690535480252,0.0143
1690535480260,0.0217
1690535480268,-0.0177
1690535480276,-0.0036
1690535480284,-0.0142
1690535480291,-0.0126
1690535480299,-0.0181
1690535480307,-0.008
1690535480315,0.0003
1690535480323,0.0034
1690535480331,-0.0032
1690535480338,-0.0164
1690535480346,-0.0059
1690535480354,0.0056
1690535480362,0.0067
1690535480370,0.0001
1690535480377,-0.0022
1690535480385,-0.0057
1690535480393,0.0211
1690535480401,-0.0035
1690535480409,0.0193
1690535480417,0.011
1690535480424,-0.0166
1690535480432,0.0001
1690535480440,0.0084
1690535480448,0.0212
1690535480456,0.0579
1690535480463,0.0643
1690535480471,0.0894
1690535480479,0.1026
1690535480487,0.1009
1690535480495,0.0936
1690535480502,0.0506
1690535480510,0.0318
1690535480518,0.0018
1690535480526,0.0031
1690535480534,-0.0069
1690535480541,0.0048
1690535480549,0.0112
1690535480557,-0.0043
1690535480565,-0.0027
1690535480573,0.0001
1690535480581,0.0035
1690535480588,0.0068
1690535480596,0.0353
1690535480604,-0.0181
1690535480612,-0.003
1690535480620,-0.0505
1690535480627,-0.1289
1690535480635,0.1931
1690535480643,0.8784
1690535480651,0.6301
1690535480659,-0.0772
1690535480667,-0.209
1690535480674,-0.09
1690535480682,-0.0134
1690535480690,-0.0125
1690535480698,-0.0064
1690535480706,0.0022
1690535480713,0.0009
1690535480721,0.0155
1690535480729,0.005
1690535480737,0.009
1690535480745,0.0419
1690535480752,0.0616
1690535480760,0.0789
1690535480768,0.1058
1690535480776,0.1399
1690535480784,0.1781
1690535480791,0.2039
1690535480799,0.2134
1690535480807,0.2489
1690535480815,0.2511
1690535480823,0.2402
1690535480831,0.2121
1690535480838,0.1989
1690535480846,0.1328
1690535480854,0.1077
1690535480862,0.0836
1690535480870,0.0667
1690535480877,0.0391
1690535480885,0.0274
1690535480893,0.0111
1690535480901,-0.0147
1690535480909,0.0033
1690535480917,0.0127
1690535480924,-0.0036
1690535480932,-0.0288
1690535480940,-0.0158
1690535480948,-0.0042
1690535480956,0.0018
1690535480963,0.0083
1690535480971,-0.0049
1690535480979,-0.0072
1690535480987,0.0006
1690535480995,-0.0093
1690535481002,-0.0032
1690535481010,-0.0111
1690535481018,-0.0111
1690535481026,0.0146
1690535481034,-0.014
1690535481041,0.0139
1690535481049,-0.0042
1690535481057,-0.0029
1690535481065,-0.0036
1690535481073,0.0051
1690535481081,-0.0021
1690535481088,-0.0037
1690535481096,-0.0054
1690535481104,-0.0068
1690535481112,-0.013
1690535481120,-0.0012
1690535481127,-0.0005
1690535481135,0.0057
1690535481143,0.0054
1690535481151,-0.0095
1690535481159,0.0008
1690535481167,0.0166
1690535481174,-0.0108
1690535481182,-0.0089
1690535481190,-0.0009
1690535481198,-0.0138
1690535481206,-0.0108
1690535481213,0.0142
1690535481221,0.0025
1690535481229,-0.0264
1690535481237,-0.0053
1690535481245,-0.0148
1690535481252,-0.004
1690535481260,0.0166
1690535481268,0.0183
1690535481276,0.0232
1690535481284,0.043
1690535481291,0.0567
1690535481299,0.0659
1690535481307,0.1078
1690535481315,0.1091
1690535481323,0.0861
1690535481331,0.0782
1690535481338,0.0575
1690535481346,0.0328
1690535481354,0.0145
1690535481362,-0.0065
1690535481370,0.0023
1690535481377,0.0014
1690535481385,0.0113
1690535481393,-0.0174
1690535481401,-0.0027
1690535481409,-0.0257
1690535481417,0.003
1690535481424,0.0039
1690535481432,-0.0021
1690535481440,0.0094
1690535481448,-0.0144
1690535481456,-0.0818
1690535481463,-0.0859
1690535481471,0.4481
1690535481479,0.9669
1690535481487,0.3654
1690535481495,-0.176
1690535481502,-0.1858
1690535481510,-0.0366
1690535481518,-0.0265
1690535481526,-0.0115
1690535481534,0.0052
1690535481541,-0.0022
1690535481549,-0.0005
1690535481557,0.0154
1690535481565,0.0092
1690535481573,-0.0013
1690535481581,0.0587
1690535481588,0.0525
1690535481596,0.0871
1690535481604,0.107
1690535481612,0.139
1690535481620,0.1888
1690535481627,0.2238
1690535481635,0.2263
1690535481643,0.2554
1690535481651,0.2408
1690535481659,0.2245
1690535481667,0.2138
1690535481674,0.1821
1690535481682,0.1402
1690535481690,0.1082
1690535481698,0.0478
1690535481706,0.0678
1690535481713,0.0409
1690535481721,0.0273
1690535481729,0.0076
1690535481737,-0.0135
1690535481745,0.0056
1690535481752,0.0093
1690535481760,-0.0049
1690535481768,0.0044
1690535481776,0.0004
1690535481784,-0.0032
1690535481791,-0.0063
1690535481799,-0.0072
1690535481807,0.0081
1690535481815,0.0077
1690535481823,-0.0004
1690535481831,0.0168
1690535481838,-0.0065
1690535481846,-0.0021
1690535481854,0.0145
1690535481862,0.0076
1690535481870,-0.0013
1690535481877,-0.0096
1690535481885,0.0078
1690535481893,-0.0044
1690535481901,0.0058
1690535481909,0.015
1690535481917,-0.0033
1690535481924,0.0112
1690535481932,-0.0023
1690535481940,0.0173
1690535481948,-0.0154
1690535481956,-0.0008
1690535481963,-0.0016
1690535481971,-0.0074
1690535481979,0.0162
1690535481987,0.0068
1690535481995,-0.0004
1690535482002,0.0037
1690535482010,0.0155
1690535482018,0.0132
1690535482026,-0.0015
1690535482034,-0.0116
1690535482041,0.0104
1690535482049,-0.0037
1690535482057,-0.0175
1690535482065,-0.0084
1690535482073,-0.0073
1690535482081,0.0195
1690535482088,0.0059
1690535482096,-0.0094
1690535482104,0.0254
1690535482112,0.0226
1690535482120,0.0368
1690535482127,0.0651
1690535482135,0.0797
1690535482143,0.1044
1690535482151,0.1154
1690535482159,0.0783
1690535482167,0.0692
1690535482174,0.0519
1690535482182,0.0211
1690535482190,0.0111
1690535482198,0.0121
1690535482206,0.011
1690535482213,-0.0025
1690535482221,-0.003
1690535482229,0.013
1690535482237,0.0049
1690535482245,0.009
1690535482252,-0.0151
1690535482260,0.0127
1690535482268,0.0122
1690535482276,-0.0126
1690535482284,-0.0227
1690535482291,-0.1151
1690535482299,0.0249
1690535482307,0.6919
1690535482315,0.8562
1690535482323,0.1102
1690535482331,-0.2122
1690535482338,-0.1377
1690535482346,-0.0216
1690535482354,-0.0079
1690535482362,-0.0049
1690535482370,0.0036
1690535482377,0.024
1690535482385,0.0066
1690535482393,0.0087
1690535482401,0.0216
1690535482409,0.0185
1690535482417,0.0444
1690535482424,0.0683
1690535482432,0.1018
1690535482440,0.1441
1690535482448,0.1646
1690535482456,0.191
1690535482463,0.2287
1690535482471,0.2364
1690535482479,0.2471
1690535482487,0.2523
1690535482495,0.2145
1690535482502,0.1954
1690535482510,0.1484
1690535482518,0.1224
1690535482526,0.1155
1690535482534,0.0724
1690535482541,0.0569
1690535482549,0.0212
1690535482557,0.0209
1690535482565,0.0113
1690535482573,-0.0141
1690535482581,-0.0196
1690535482588,-0.0054
1690535482596,0.0131
1690535482604,0.0096
1690535482612,-0.0013
1690535482620,-0.0102
1690535482627,-0.0112
1690535482635,-0.0117
1690535482643,0.0089
1690535482651,0.0073
1690535482659,-0.0134
1690535482667,-0.0162
1690535482674,0.0154
1690535482682,0.003
1690535482690,-0.0162
1690535482698,-0.0059
1690535482706,-0.0052
1690535482713,-0.005
1690535482721,-0.0035
1690535482729,-0.0049
1690535482737,-0.0016
1690535482745,-0.002
1690535482752,0.0038
1690535482760,0.0155
1690535482768,-0.0209
1690535482776,-0.0055
1690535482784,0.0119
1690535482791,-0.0046
1690535482799,0.0089
1690535482807,-0.0071
1690535482815,-0.0049
1690535482823,-0.0224
1690535482831,0.0002
1690535482838,-0.0035
1690535482846,0.0121
1690535482854,-0.0182
1690535482862,-0.0043
1690535482870,0.0019
1690535482877,0.0054
1690535482885,-0.0019
1690535482893,-0.0095
1690535482901,0.0074
1690535482909,-0.0151
1690535482917,-0.006
1690535482924,0.0229
1690535482932,-0.0113
1690535482940,0.0237
1690535482948,0.0299
1690535482956,0.0255
1690535482963,0.0669
1690535482971,0.1004
1690535482979,0.1001
1690535482987,0.0948
1690535482995,0.0709
1690535483002,0.0513
1690535483010,0.0411
1690535483018,0.0049
1690535483026,0.0124
1690535483034,0.0085
1690535483041,0.0032
1690535483049,0.0062
1690535483057,-0.0009
1690535483065,0.0051
1690535483073,0.0072
1690535483081,-0.0072
1690535483088,-0.0129
1690535483096,-0.0232
1690535483104,0.001
1690535483112,0.0031
1690535483120,-0.0489
1690535483127,-0.1046
1690535483135,0.1947
1690535483143,0.8926
1690535483151,0.6319
1690535483159,-0.0678
1690535483167,-0.2201
1690535483174,-0.0917
1690535483182,-0.0094
1690535483190,-0.0082
1690535483198,0.0105
1690535483206,0.0214
1690535483213,0.0173
1690535483221,0.0054
1690535483229,0.0109
1690535483237,0.0182
1690535483245,0.0264
1690535483252,0.038
1690535483260,0.092
1690535483268,0.1037
1690535483276,0.1291
1690535483284,0.1631
1690535483291,0.1934
1690535483299,0.2398
1690535483307,0.2501
1690535483315,0.2437
1690535483323,0.2242
1690535483331,0.2083
1690535483338,0.1917
1690535483346,0.1494
1690535483354,0.1206
1690535483362,0.0673
1690535483370,0.0748
1690535483377,0.0349
1690535483385,0.0189
1690535483393,0.0182
1690535483401,0.0332
1690535483409,0.0036
1690535483417,0.0031
1690535483424,-0.0009
1690535483432,0.0157
1690535483440,0.0051
1690535483448,0.0069
1690535483456,-0.0113
1690535483463,0.0028
1690535483471,0.0059
1690535483479,-0.0105
1690535483487,0.001
1690535483495,0.0122
1690535483502,-0.0162
1690535483510,0.0059
1690535483518,-0.0
1690535483526,-0.0021
1690535483534,-0.0132
1690535483541,-0.0157
1690535483549,0.0037
1690535483557,-0.0059
1690535483565,-0.0027
1690535483573,0.0149
1690535483581,0.0229
1690535483588,-0.0017
1690535483596,0.0027
1690535483604,-0.0092
1690535483612,0.0043
1690535483620,0.0081
1690535483627,0.0099
1690535483635,0.0085
1690535483643,0.0191
1690535483651,0.0049
1690535483659,0.0152
1690535483667,0.0113
1690535483674,-0.002
1690535483682,-0.001
1690535483690,-0.0129
1690535483698,0.0063
1690535483706,-0.0095
1690535483713,-0.0021
1690535483721,0.0029
1690535483729,0.0111
1690535483737,-0.0192
1690535483745,-0.0114
1690535483752,-0.0039
1690535483760,0.0122
1690535483768,0.0138
1690535483776,0.0148
1690535483784,0.0186
1690535483791,0.0664
1690535483799,0.0521
1690535483807,0.0899
1690535483815,0.0836
1690535483823,0.0999
1690535483831,0.0847
1690535483838,0.0351
1690535483846,0.0185
1690535483854,0.0074
1690535483862,-0.0001
1690535483870,0.0115
1690535483877,0.0247
1690535483885,0.0108
1690535483893,-0.0044
1690535483901,-0.0138
1690535483909,0.0022
1690535483917,-0.0105
1690535483924,-0.0064
1690535483932,-0.0047
1690535483940,0.0045
1690535483948,-0.0177
1690535483956,-0.0733
1690535483963,-0.0728
1690535483971,0.4318
1690535483979,0.9644
1690535483987,0.3635
1690535483995,-0.1864
1690535484002,-0.192
1690535484010,-0.0611
1690535484018,0.0024
1690535484026,-0.0087
1690535484034,0.0024
1690535484041,-0.0109
1690535484049,-0.0153
1690535484057,-0.009
1690535484065,0.025
1690535484073,0.0169
1690535484081,0.0485
1690535484088,0.0575
1690535484096,0.095
1690535484104,0.1169
1690535484112,0.1521
1690535484120,0.1929
1690535484127,0.2166
1690535484135,0.2489
1690535484143,0.2452
1690535484151,0.2523
1690535484159,0.2417
1690535484167,0.2022
1690535484174,0.1675
1690535484182,0.1529
1690535484190,0.1165
1690535484198,0.0665
1690535484206,0.0472
1690535484213,0.0162
1690535484221,0.0006
1690535484229,0.0144
1690535484237,0.0288
1690535484245,-0.0119
1690535484252,-0.0195
1690535484260,-0.0119
1690535484268,0.0048
1690535484276,0.0102
1690535484284,-0.0142
1690535484291,0.0069
1690535484299,0.0188
1690535484307,0.0083
1690535484315,-0.007
1690535484323,0.0141
1690535484331,0.0135
1690535484338,-0.0106
1690535484346,-0.0021
1690535484354,-0.0124
1690535484362,-0.0026
1690535484370,0.0148
1690535484377,-0.0257
1690535484385,0.007
1690535484393,-0.0118
1690535484401,0.0072
1690535484409,-0.0009
1690535484417,-0.001
1690535484424,0.0063
1690535484432,-0.019
1690535484440,0.0126
1690535484448,0.0029
1690535484456,-0.0122
1690535484463,0.004
1690535484471,-0.0106
1690535484479,-0.0035
1690535484487,-0.0149
1690535484495,-0.0218
1690535484502,0.0023
1690535484510,-0.0032
1690535484518,0.003
1690535484526,0.0086
1690535484534,-0.0022
1690535484541,-0.0084
1690535484549,-0.0014
1690535484557,0.0082
1690535484565,0.011
1690535484573,0.0003
1690535484581,0.0111
1690535484588,-0.0098
1690535484596,0.0041
1690535484604,0.0099
1690535484612,0.0247
1690535484620,0.0464
1690535484627,0.081
1690535484635,0.087
1690535484643,0.1021
1690535484651,0.0904
1690535484659,0.0773
1690535484667,0.0592
1690535484674,0.0471
1690535484682,0.0142
1690535484690,0.0175
1690535484698,0.0077
1690535484706,0.0058
1690535484713,0.0087
1690535484721,-0.0013
1690535484729,0.0029
1690535484737,-0.0055
1690535484745,-0.0028
1690535484752,0.0232
1690535484760,0.0077
1690535484768,-0.0098
1690535484776,-0.0076
1690535484784,-0.0211
1690535484791,-0.1109
1690535484799,-0.0016
1690535484807,0.6967
1690535484815,0.8685
1690535484823,0.112
1690535484831,-0.2138
1690535484838,-0.1459
1690535484846,-0.0444
1690535484854,0.0088
1690535484862,0.0065
1690535484870,-0.0014
1690535484877,-0.0007
1690535484885,-0.0002
1690535484893,0.0087
1690535484901,0.0216
1690535484909,0.0232
1690535484917,0.0299
1690535484924,0.0461
1690535484932,0.0945
1690535484940,0.1354
1690535484948,0.1535
1690535484956,0.1924
1690535484963,0.2215
1690535484971,0.245
1690535484979,0.2522
1690535484987,0.2401
1690535484995,0.2397
1690535485002,0.1973
1690535485010,0.1567
1690535485018,0.1297
1690535485026,0.0843
1690535485034,0.0821
1690535485041,0.042
1690535485049,0.0232
1690535485057,0.0161
1690535485065,-0.0044
1690535485073,-0.0041
1690535485081,0.0041
1690535485088,0.0023
1690535485096,-0.0064
1690535485104,-0.0013
1690535485112,0.0131
1690535485120,0.0011
1690535485127,0.0096
1690535485135,0.0056
1690535485143,0.0062
1690535485151,-0.0081
1690535485159,0.0043
1690535485167,-0.0023
1690535485174,-0.0082
1690535485182,-0.006
1690535485190,-0.0078
1690535485198,-0.0141
1690535485206,-0.0068
1690535485213,0.0098
1690535485221,0.0036
1690535485229,0.0165
1690535485237,-0.0165
1690535485245,-0.0025
1690535485252,-0.0036
1690535485260,-0.0113
1690535485268,-0.0077
1690535485276,-0.0039
1690535485284,-0.0088
1690535485291,0.0063
1690535485299,-0.0219
1690535485307,-0.0005
1690535485315,0.0173
1690535485323,-0.001
1690535485331,-0.0046
1690535485338,0.0074
1690535485346,-0.0047
1690535485354,-0.0196
1690535485362,0.0134
1690535485370,0.0024
1690535485377,-0.0037
1690535485385,-0.0105
1690535485393,-0.0061
1690535485401,-0.006
1690535485409,-0.0084
1690535485417,0.0007
1690535485424,0.019
1690535485432,0.0039
1690535485440,0.0112
1690535485448,0.0269
1690535485456,0.0469
1690535485463,0.0693
1690535485471,0.1071
1690535485479,0.0849
1690535485487,0.0917
1690535485495,0.0733
1690535485502,0.0547
1690535485510,0.0271
1690535485518,0.016
1690535485526,0.0058
1690535485534,0.0143
1690535485541,0.0078
1690535485549,0.0104
1690535485557,-0.0084
1690535485565,-0.0092
1690535485573,-0.0134
1690535485581,0.0038
1690535485588,-0.0018
1690535485596,-0.007
1690535485604,-0.0081
1690535485612,-0.0206
1690535485620,-0.07
1690535485627,-0.1114
1690535485635,0.1844
1690535485643,0.8718
1690535485651,0.6291
1690535485659,-0.0843
1690535485667,-0.2261
1690535485674,-0.0839
1690535485682,0.001
1690535485690,0.0023
1690535485698,-0.0013
1690535485706,0.0128
1690535485713,0.0076
1690535485721,0.0133
1690535485729,0.0111
1690535485737,0.0174
1690535485745,0.0334
1690535485752,0.0493
1690535485760,0.0804
1690535485768,0.1136
1690535485776,0.151
1690535485784,0.1696
1690535485791,0.2018
1690535485799,0.2458
1690535485807,0.2572
1690535485815,0.2411
1690535485823,0.2268
1690535485831,0.2158
1690535485838,0.1757
1690535485846,0.148
1690535485854,0.106
1690535485862,0.0782
1690535485870,0.0645
1690535485877,0.0223
1690535485885,0.0307
1690535485893,0.0113
1690535485901,0.0152
1690535485909,0.0103
1690535485917,0.0235
1690535485924,-0.0036
1690535485932,-0.0288
1690535485940,0.0058
1690535485948,0.0058
1690535485956,-0.0048
1690535485963,0.0027
1690535485971,0.0259
1690535485979,0.0018
1690535485987,0.011
1690535485995,-0.0015
1690535486002,0.0055
1690535486010,-0.0122
1690535486018,-0.003
1690535486026,-0.0118
1690535486034,-0.0109
1690535486041,0.0077
1690535486049,-0.0137
1690535486057,-0.0149
1690535486065,0.0056
1690535486073,0.0049
1690535486081,-0.007
1690535486088,0.0207
1690535486096,0.0135
1690535486104,-0.0034
1690535486112,0.0136
1690535486120,-0.0053
1690535486127,-0.0234
1690535486135,0.0063
1690535486143,0.0001
1690535486151,-0.0095
1690535486159,0.0096
1690535486167,-0.0105
1690535486174,-0.0231
1690535486182,-0.014
1690535486190,0.0053
1690535486198,0.0003
1690535486206,-0.0009
1690535486213,0.0002
1690535486221,0.0017
1690535486229,-0.0082
1690535486237,-0.0072
1690535486245,-0.0168
1690535486252,-0.0119
1690535486260,-0.0122
1690535486268,0.0088
1690535486276,0.0186
1690535486284,0.0244
1690535486291,0.0437
1690535486299,0.0822
1690535486307,0.0918
1690535486315,0.0993
1690535486323,0.0631
1690535486331,0.0742
1690535486338,0.0451
1690535486346,0.0217
1690535486354,0.0249
1690535486362,0.0015
1690535486370,0.0058
1690535486377,-0.0079
1690535486385,0.0
1690535486393,-0.0096
1690535486401,-0.0086
1690535486409,-0.0093
1690535486417,0.0124
1690535486424,-0.0062
1690535486432,-0.0031
1690535486440,0.006
1690535486448,-0.0046
1690535486456,-0.0817
1690535486463,-0.0839
1690535486471,0.4562
1690535486479,0.9542
1690535486487,0.351
1690535486495,-0.1818
1690535486502,-0.1839
1690535486510,-0.0485
1690535486518,0.0124
1690535486526,-0.0095
1690535486534,0.0182
1690535486541,0.0078
1690535486549,0.0035
1690535486557,0.014
1690535486565,0.0222
1690535486573,0.0197
1690535486581,0.0272
1690535486588,0.0604
1690535486596,0.0758
1690535486604,0.1181
1690535486612,0.1482
1690535486620,0.1881
1690535486627,0.2255
1690535486635,0.2295
1690535486643,0.2457
1690535486651,0.245
1690535486659,0.2113
1690535486667,0.2042
1690535486674,0.1792
1690535486682,0.1276
1690535486690,0.089
1690535486698,0.0713
1690535486706,0.0415
1690535486713,0.0331
1690535486721,0.0342
1690535486729,0.0077
1690535486737,0.0001
1690535486745,0.0024
1690535486752,-0.0072
1690535486760,0.0021
1690535486768,0.0095
1690535486776,-0.0009
1690535486784,-0.0089
1690535486791,-0.0118
1690535486799,-0.0122
1690535486807,0.0076
1690535486815,0.0039
1690535486823,-0.0008
1690535486831,-0.0215
1690535486838,-0.0075
1690535486846,-0.0025
1690535486854,-0.0038
1690535486862,-0.0059
1690535486870,-0.0023
1690535486877,0.0062
1690535486885,0.0096
1690535486893,0.005
1690535486901,-0.0062
1690535486909,-0.0091
1690535486917,-0.0059
1690535486924,-0.02
1690535486932,-0.0032
1690535486940,0.0028
1690535486948,0.0181
1690535486956,-0.0115
1690535486963,0.0285
1690535486971,0.0049
1690535486979,-0.0029
1690535486987,0.0057
1690535486995,-0.0134
1690535487002,-0.0001
1690535487010,0.0013
1690535487018,-0.002
1690535487026,-0.004
1690535487034,0.0169
1690535487041,0.0085
1690535487049,0.0068
1690535487057,-0.0009
1690535487065,0.0017
1690535487073,-0.0015
1690535487081,0.0002
1690535487088,0.0055
1690535487096,-0.0056
1690535487104,0.0092
1690535487112,0.0133
1690535487120,0.0517
1690535487127,0.0572
1690535487135,0.0607
1690535487143,0.0941
1690535487151,0.0761
1690535487159,0.0779
1690535487167,0.0751
1690535487174,0.0469
1690535487182,0.0121
1690535487190,0.0196
1690535487198,0.0119
1690535487206,-0.0019
1690535487213,0.007
1690535487221,0.0114
1690535487229,-0.0074
1690535487237,-0.0003
1690535487245,0.014
1690535487252,-0.0195
1690535487260,0.0084
1690535487268,0.0114
1690535487276,-0.0131
1690535487284,-0.0154
1690535487291,-0.1243
1690535487299,-0.003
1690535487307,0.6866
1690535487315,0.8661
1690535487323,0.1181
1690535487331,-0.2201
1690535487338,-0.1316
1690535487346,-0.019
1690535487354,-0.0086
1690535487362,-0.0079
1690535487370,-0.0146
1690535487377,0.0106
1690535487385,0.0117
1690535487393,0.0037
1690535487401,0.0116
1690535487409,0.0409
1690535487417,0.0301
1690535487424,0.0629
1690535487432,0.0915
1690535487440,0.1212
1690535487448,0.1674
1690535487456,0.1982
1690535487463,0.2252
1690535487471,0.25
1690535487479,0.2491
1690535487487,0.2392
1690535487495,0.225
1690535487502,0.195
1690535487510,0.1514
1690535487518,0.1339
1690535487526,0.1168
1690535487534,0.0672
1690535487541,0.0387
1690535487549,0.0166
1690535487557,-0.0025
1690535487565,0.019
1690535487573,0.0137
1690535487581,0.0007
1690535487588,-0.0024
1690535487596,-0.005
1690535487604,-0.0061
1690535487612,-0.0101
1690535487620,-0.0004
1690535487627,-0.0005
1690535487635,0.0148
1690535487643,0.0041
1690535487651,0.0182
1690535487659,0.0031
1690535487667,0.0009
1690535487674,0.0063
1690535487682,0.0088
1690535487690,-0.0111
1690535487698,-0.0158
1690535487706,0.0057
1690535487713,0.0248
1690535487721,-0.0078
1690535487729,-0.0054
1690535487737,0.0111
1690535487745,-0.0061
1690535487752,0.0064
1690535487760,-0.0159
1690535487768,0.0111
1690535487776,0.0053
1690535487784,0.002
1690535487791,-0.0268
1690535487799,-0.0054
1690535487807,-0.0057
1690535487815,0.0051
1690535487823,0.0183
1690535487831,0.0065
1690535487838,0.0072
1690535487846,-0.0239
1690535487854,0.0222
1690535487862,-0.0018
1690535487870,0.0033
1690535487877,-0.0118
1690535487885,-0.0036
1690535487893,0.0078
1690535487901,-0.0134
1690535487909,0.0125
1690535487917,-0.0069
1690535487924,0.008
1690535487932,-0.0118
1690535487940,0.014
1690535487948,0.0535
1690535487956,0.0456
1690535487963,0.0753
1690535487971,0.1009
1690535487979,0.0976
1690535487987,0.1007
1690535487995,0.058
1690535488002,0.0532
1690535488010,0.0253
1690535488018,0.006
1690535488026,-0.0016
1690535488034,0.0018
1690535488041,0.0188
1690535488049,0.0072
1690535488057,0.0055
1690535488065,0.0015
1690535488073,-0.0002
1690535488081,-0.0023
1690535488088,0.0063
1690535488096,-0.0138
1690535488104,-0.0086
1690535488112,0.0098
1690535488120,-0.0403
1690535488127,-0.108
1690535488135,0.2071
1690535488143,0.9013
1690535488151,0.6399
1690535488159,-0.1002
1690535488167,-0.2009
1690535488174,-0.0994
1690535488182,-0.0201
1690535488190,0.016
1690535488198,0.0064
1690535488206,-0.0014
1690535488213,-0.0047
1690535488221,-0.0045
1690535488229,0.0111
1690535488237,0.0083
1690535488245,0.0114
1690535488252,0.0466
1690535488260,0.1021
1690535488268,0.1042
1690535488276,0.1155
1690535488284,0.1791
1690535488291,0.1955
1690535488299,0.2402
1690535488307,0.2518
1690535488315,0.2397
1690535488323,0.2459
1690535488331,0.2151
1690535488338,0.1737
1690535488346,0.1516
1690535488354,0.1023
1690535488362,0.0669
1690535488370,0.0734
1690535488377,0.0481
1690535488385,0.0347
1690535488393,0.0024
1690535488401,0.0183
1690535488409,0.0092
1690535488417,0.0088
1690535488424,-0.0013
1690535488432,-0.002
1690535488440,-0.0248
1690535488448,-0.0043
1690535488456,-0.0026
1690535488463,-0.0007
1690535488471,0.0015
1690535488479,-0.012
1690535488487,-0.0103
1690535488495,-0.0089
1690535488502,-0.0002
1690535488510,-0.0038
1690535488518,0.0103
1690535488526,0.0132
1690535488534,0.0075
1690535488541,0.0024
1690535488549,-0.0009
1690535488557,0.0026
1690535488565,0.0108
1690535488573,0.0108
1690535488581,-0.0035
1690535488588,-0.0015
1690535488596,-0.0158
1690535488604,-0.0146
1690535488612,-0.0008
1690535488620,-0.011
1690535488627,-0.0107
1690535488635,0.0025
1690535488643,0.0054
1690535488651,-0.0049
1690535488659,-0.0171
1690535488667,-0.0076
1690535488674,-0.0225
1690535488682,-0.0159
1690535488690,-0.0098
1690535488698,0.0002
1690535488706,0.0019
1690535488713,-0.0087
1690535488721,-0.0034
1690535488729,0.0144
1690535488737,0.0066
1690535488745,-0.0044
1690535488752,0.0042
1690535488760,-0.0201
1690535488768,0.0132
1690535488776,-0.0029
1690535488784,0.0395
1690535488791,0.0723
1690535488799,0.0925
1690535488807,0.0961
1690535488815,0.106
1690535488823,0.0981
1690535488831,0.0702
1690535488838,0.027
1690535488846,0.0318
1690535488854,0.009
1690535488862,-0.0107
1690535488870,0.0115
1690535488877,0.0122
